mean_fit_time,std_fit_time,param_model__colsample_bytree,param_model__gamma,param_model__learning_rate,param_model__max_depth,param_model__min_child_weight,param_model__n_estimators,param_model__reg_alpha,param_model__reg_lambda,param_model__subsample,params,mean_test_score,std_test_score,rank_test_score
3.608806610107422,0.22964812926462685,0.7713532627589614,0.4563633644393066,0.061738558891618764,6,1,228,0.012563152773938664,1.5151324184839015,0.7330663856998123,"{'model__colsample_bytree': np.float64(0.7713532627589614), 'model__gamma': np.float64(0.4563633644393066), 'model__learning_rate': np.float64(0.061738558891618764), 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__n_estimators': 228, 'model__reg_alpha': np.float64(0.012563152773938664), 'model__reg_lambda': np.float64(1.5151324184839015), 'model__subsample': np.float64(0.7330663856998123)}",0.4321295563794614,0.002097067000197419,1
3.518516222635905,0.07357176864133386,0.8901125585324028,0.2557861855309373,0.027964742950244283,6,1,239,0.01791236257104366,1.455652520438656,0.72447055062166,"{'model__colsample_bytree': np.float64(0.8901125585324028), 'model__gamma': np.float64(0.2557861855309373), 'model__learning_rate': np.float64(0.027964742950244283), 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__n_estimators': 239, 'model__reg_alpha': np.float64(0.01791236257104366), 'model__reg_lambda': np.float64(1.455652520438656), 'model__subsample': np.float64(0.72447055062166)}",0.42797712830610884,0.0028638069901754915,2
3.303076982498169,0.09998746877678807,0.9926515452756086,0.34915701064545634,0.029223394319260826,4,3,287,0.011400863701127324,2.584093506411774,0.7330061155615993,"{'model__colsample_bytree': np.float64(0.9926515452756086), 'model__gamma': np.float64(0.34915701064545634), 'model__learning_rate': np.float64(0.029223394319260826), 'model__max_depth': 4, 'model__min_child_weight': 3, 'model__n_estimators': 287, 'model__reg_alpha': np.float64(0.011400863701127324), 'model__reg_lambda': np.float64(2.584093506411774), 'model__subsample': np.float64(0.7330061155615993)}",0.41936945218687827,0.002637894357951713,3
3.0961483319600425,0.10613389367147952,0.8134384111189261,0.21430022688291117,0.07672324642515758,3,2,267,0.21368329072358744,0.9008485225328876,0.7709109908179882,"{'model__colsample_bytree': np.float64(0.8134384111189261), 'model__gamma': np.float64(0.21430022688291117), 'model__learning_rate': np.float64(0.07672324642515758), 'model__max_depth': 3, 'model__min_child_weight': 2, 'model__n_estimators': 267, 'model__reg_alpha': np.float64(0.21368329072358744), 'model__reg_lambda': np.float64(0.9008485225328876), 'model__subsample': np.float64(0.7709109908179882)}",0.41345691893486824,0.0035821342183811966,4
3.217167933781942,0.15893836756071153,0.8248712332772615,1.4260714596148742,0.08822854389371623,3,5,282,0.006071989493441302,0.6597080723346722,0.8485896897504428,"{'model__colsample_bytree': np.float64(0.8248712332772615), 'model__gamma': np.float64(1.4260714596148742), 'model__learning_rate': np.float64(0.08822854389371623), 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 282, 'model__reg_alpha': np.float64(0.006071989493441302), 'model__reg_lambda': np.float64(0.6597080723346722), 'model__subsample': np.float64(0.8485896897504428)}",0.4133421285145831,0.002868800282992039,5
