weight_Logistic,weight_ExtraTrees,weight_XGBoost,accuracy,macro_f1,balanced_accuracy,class_0_recall,class_1_recall,class_2_recall,class_0_precision,class_1_precision,class_2_precision,macro_roc_auc_ovr,multiclass_log_loss,multiclass_brier_score,multiclass_ece,selection
0.1,0.1,0.8,0.7294666666666667,0.4412218912754269,0.4988895872915024,0.7519389047166825,0.06386861313868614,0.6808612440191387,0.9326168040832352,0.030355594102341718,0.3359697792468422,0.7535804081130366,0.6314628639240576,0.3623293810530675,0.03089106522705045,
0.3,0.0,0.7,0.7189,0.4404204069796381,0.5038421413892736,0.7380500158277936,0.08759124087591241,0.6858851674641149,0.9362043868895247,0.03292181069958848,0.33263719689059057,0.7588343571047572,0.6826822425986426,0.38497900431669624,0.04813826251282299,
0.6,0.0,0.4,0.7017,0.43985700037127967,0.5142231205953975,0.7168407723963279,0.14233576642335766,0.6834928229665072,0.9427560366361366,0.03469750889679715,0.3347000937207123,0.7645427509568146,0.7508790235766492,0.41927433631043204,0.07480851756559613,
0.2,0.0,0.8,0.7214,0.4396270447988533,0.500728442512495,0.7415716999050332,0.07664233576642336,0.6839712918660287,0.9353663405869435,0.03032490974729242,0.33325562419862453,0.7557500665851712,0.6633759001487863,0.37720220255273623,0.035027034114674914,
0.0,0.1,0.9,0.7302333333333333,0.43956204736498766,0.49528185788590445,0.7539173789173789,0.05656934306569343,0.6753588516746412,0.9317781690140845,0.02700348432055749,0.33591147072822464,0.7486350354412327,0.6165703418060344,0.35805606042420374,0.016082942936593465,
0.1,0.0,0.9,0.7226,0.4395245607012605,0.4995433138252677,0.7436688825577714,0.07481751824817519,0.6801435406698565,0.9340490035286516,0.03052866716306776,0.33305998125585756,0.7520136572197758,0.6459504753940131,0.37125288857197003,0.02044468614575802,
0.7,0.1,0.2,0.696,0.43796507951565317,0.5122691371962156,0.712408990186768,0.15693430656934307,0.6674641148325359,0.9433586586324338,0.0324773413897281,0.3374863916777549,0.7657246480749084,0.7623148785468533,0.42634654827720075,0.08837224980511424,
0.8,0.2,0.0,0.6861666666666667,0.437459678018075,0.5169324809714816,0.703505856283634,0.20255474452554745,0.6447368421052632,0.9431329902922921,0.03331332533013205,0.34476141742356403,0.7647847457059219,0.7777803516120146,0.4362910417516764,0.08947878932327251,
0.0,0.0,1.0,0.7232333333333333,0.4372332245600254,0.49502934691356887,0.7450538144982589,0.06204379562043796,0.6779904306220096,0.9333762950478363,0.025894897182025894,0.3328635189100305,0.746908956337004,0.6313120065851944,0.36713106237412835,0.011401260307344162,
0.7,0.0,0.3,0.6876,0.435195526244813,0.512715461573261,0.7020813548591326,0.1678832116788321,0.6681818181818182,0.94508362629168,0.03177892918825561,0.3352538710839035,0.7650396306657233,0.7773555378211373,0.43436108920986033,0.07763098070585807,
0.8,0.1,0.1,0.6774666666666667,0.4336757391295221,0.5154787610814133,0.6926242481798037,0.2062043795620438,0.6476076555023923,0.944885290148448,0.03210227272727273,0.34028912633563796,0.765093970612063,0.7908623629689575,0.4434122833922282,0.08716136783969737,
0.8,0.0,0.2,0.6693666666666667,0.4307087430973275,0.5153195134744202,0.6824548907882241,0.21350364963503649,0.65,0.9474811844201505,0.03125834891798023,0.33734790166376954,0.7647636530744863,0.8061175959640641,0.45127532989382885,0.08311341435271594,
0.9,0.1,0.0,0.6564,0.4273983018240663,0.516276566620543,0.6716128521684077,0.26094890510948904,0.6162679425837321,0.9485832448443525,0.031243172383657418,0.34209827357237715,0.7635589105119435,0.8221768316646257,0.46230550629207057,0.09200672534551432,
0.9,0.0,0.1,0.6482666666666667,0.4245407326598743,0.5165621896672963,0.6617600506489395,0.2718978102189781,0.6160287081339713,0.9502272727272727,0.03091286307053942,0.3397097625329815,0.7636323182413495,0.8376585486133975,0.470017058362607,0.08697912070471778,
1.0,0.0,0.0,0.6235333333333334,0.41629825743024274,0.5146406571236896,0.6374643874643875,0.3284671532846715,0.5779904306220096,0.952465413267116,0.029791459781529295,0.3429869392390687,0.7615926519956115,0.8730177578293356,0.49058627461646404,0.08846092690890633,
