mean_fit_time,std_fit_time,param_model__C,params,mean_test_score,std_test_score,rank_test_score
1.9036509990692139,0.37878879295397516,0.03,{'model__C': 0.03},0.4162450245925931,0.002709234896339698,1
2.374527374903361,0.3361847605736308,0.1,{'model__C': 0.1},0.41516986012763873,0.002634302241893735,2
2.9486058553059897,0.24712580934471817,0.3,{'model__C': 0.3},0.41478781163385686,0.002143088757990025,3
2.4679009119669595,0.4105414691365344,3.0,{'model__C': 3.0},0.4147586218763064,0.0018712826421141146,4
2.349888483683268,0.6525973335851568,1.0,{'model__C': 1.0},0.4147417307981351,0.0020185334635579684,5
